01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D81;Vwz_D81;Bel_TBS32;Vwz_TBS32;Bel_TBS35;Vwz_TBS35;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF35;Vwz_TF35;Bel_TF38;Vwz_TF38;Bel_TF41;Vwz_TF41;Bel_V111;Vwz_V111;Bel_V112;Vwz_V112;Bel_V23;Vwz_V23;Bel_V24;Vwz_V24;Bel_V51;Vwz_V51;Bel_V82;Vwz_V82;Bel_VK1_Stoer;Vwz_VK1_Stoer;Bel_VK2_Stoer;Vwz_VK2_Stoer;Bel_VK3_Stoer;Vwz_VK3_Stoer;Bel_VK4_Stoer;Vwz_VK4_Stoer
11.06.2021 17:00;100;1453800;122;2115000;86;1029600;7;6600;17;12000;5;4200;7;7200;13;10200;22;16200;4;3600;15;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 18:00;85;1387800;82;1392600;49;510600;5;3000;8;6000;3;2400;13;11400;11;8400;33;27000;5;3000;26;19200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 19:00;48;739200;61;1172400;58;557400;2;1200;8;9000;2;2400;9;9000;6;4800;22;18000;1;600;15;11400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 20:00;50;586200;54;794400;39;453600;1;600;9;8400;0;0;5;5400;7;6000;14;9600;0;0;13;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 21:00;29;231000;19;172800;28;181200;0;0;6;4200;0;0;0;0;3;2400;12;8400;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 22:00;32;167400;32;296400;28;204600;0;0;5;3000;0;0;2;1200;1;600;5;3000;0;0;4;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 23:00;20;160200;17;99000;26;114000;1;600;1;1800;0;0;3;1800;4;2400;4;3000;0;0;6;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 00:00;16;160200;14;146400;21;72600;0;0;0;0;0;0;1;600;1;600;2;1800;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 01:00;6;85200;2;14400;7;55800;1;600;0;0;0;0;0;0;2;1200;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 02:00;3;25800;8;62400;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 03:00;4;63600;1;14400;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 04:00;0;0;2;29400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 05:00;4;44400;5;77400;5;27000;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 06:00;1;600;12;126000;11;83400;0;0;0;0;0;0;0;0;0;0;2;1200;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 07:00;7;79200;20;188400;18;138000;1;600;3;2400;0;0;1;600;0;0;4;2400;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 08:00;17;93600;24;207000;27;119400;1;600;1;600;0;0;2;1200;1;600;4;3000;0;0;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 09:00;47;847800;61;801000;59;678600;1;600;1;1200;0;0;5;3000;7;6000;6;3600;1;600;9;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 10:00;57;1108800;70;1014600;46;766800;1;600;7;6600;2;1200;6;4800;3;1800;9;6000;3;1800;12;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 11:00;228;1129800;78;1478400;59;813000;0;0;4;4800;1;600;18;17400;2;1200;13;8400;1;600;23;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 12:00;76;1039800;88;1303800;42;450000;3;2400;4;4200;1;600;4;3000;4;2400;6;4200;3;2400;19;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 13:00;58;843000;71;1022400;55;810000;0;0;7;6000;0;0;8;6000;2;2400;17;13800;2;1800;19;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 14:00;45;675000;73;1208400;59;579000;5;4200;7;6600;6;4800;8;5400;6;4200;11;7800;2;1200;14;11400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 15:00;51;910200;51;1115400;56;801000;1;600;3;1800;1;600;5;3600;3;1800;7;4800;3;1800;7;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 16:00;60;855000;63;1200000;52;577800;2;1200;1;1200;1;600;3;2400;7;4800;6;3600;2;1200;6;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 17:00;49;750600;57;874800;51;529800;2;1200;4;2400;3;3000;5;3600;4;2400;10;7200;5;6000;9;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 18:00;45;673800;64;1062600;48;592800;6;6000;10;9600;1;600;8;7200;10;9000;14;9600;2;1800;14;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 19:00;29;280200;47;959400;46;602400;3;2400;20;33000;1;600;5;4800;6;3600;19;15000;3;1800;15;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 20:00;26;196800;46;498000;24;129000;4;2400;1;600;0;0;5;12600;5;3000;8;5400;1;600;11;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 21:00;30;160800;30;296400;24;74400;1;600;2;1200;1;600;2;1200;0;0;4;2400;2;1800;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 22:00;21;119400;18;166800;17;122400;6;6600;3;2400;3;5400;11;9600;4;4800;4;2400;2;1800;12;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 23:00;22;201000;21;186600;14;62400;0;0;1;600;0;0;2;1200;2;1200;3;2400;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 00:00;20;173400;13;92400;7;42000;0;0;0;0;0;0;3;4800;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 01:00;18;121800;8;106200;9;79800;0;0;1;1200;0;0;1;600;0;0;1;600;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 02:00;2;26400;2;36000;1;13800;0;0;0;0;0;0;0;0;1;600;3;1800;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 03:00;2;15600;0;0;2;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 04:00;2;30600;3;15600;4;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 05:00;5;1800;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 06:00;8;31200;2;27600;3;25800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 07:00;3;13800;3;41400;16;126000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 08:00;7;51600;13;89400;10;51600;0;0;2;1200;0;0;1;600;0;0;2;1200;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 09:00;27;212400;25;181200;27;156000;0;0;2;1200;1;600;3;1800;2;1200;9;7800;0;0;9;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 10:00;29;249600;38;306600;37;235200;1;1800;3;1800;0;0;4;2400;4;3000;5;3600;0;0;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 11:00;45;331800;53;392400;35;235800;2;1800;5;4800;0;0;1;600;3;1800;19;13200;6;4800;5;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 12:00;35;323400;64;487200;47;262800;3;3000;4;3600;2;1200;6;4200;10;8400;11;8400;4;4200;11;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 13:00;41;294000;53;384000;58;282000;7;7200;5;3000;2;1200;3;1800;9;7800;13;7800;3;1800;8;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 14:00;52;450000;51;465000;66;336600;4;2400;3;2400;3;4200;6;3600;11;7800;8;4800;0;0;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 15:00;76;440400;52;388800;50;228600;6;7200;8;8400;4;3000;11;14400;14;10200;15;9600;6;4200;11;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 16:00;41;225600;43;435000;45;216600;4;5400;7;5400;2;1200;8;7800;10;9000;14;10200;2;1800;18;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 17:00;45;308400;44;242400;65;255000;5;4800;14;11400;2;1200;8;6600;14;10200;28;22200;6;4800;19;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 18:00;50;313800;49;383400;47;211800;8;6000;8;8400;0;0;12;10200;11;7200;12;9000;7;4800;17;11400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 19:00;48;289200;39;340200;43;194400;4;3600;6;3600;2;1800;4;2400;3;1800;6;4200;2;1800;13;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 20:00;31;183000;56;477000;38;181200;1;600;4;3600;1;600;10;15600;5;3000;10;7800;2;1200;10;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 21:00;27;196200;29;283200;28;203400;2;1800;2;1200;0;0;1;600;7;5400;5;3000;2;1800;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 22:00;21;228000;12;89400;37;243000;0;0;5;3000;0;0;1;1200;2;1800;5;3000;0;0;4;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 23:00;12;103200;13;171600;12;81000;0;0;2;1800;0;0;3;3000;0;0;2;1200;1;600;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 00:00;13;108000;7;88800;8;36000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 01:00;3;30600;3;28200;2;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 02:00;1;13800;2;14400;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 03:00;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 04:00;5;42000;4;42000;2;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 05:00;8;73200;9;68400;7;78000;0;0;2;1200;0;0;4;3000;0;0;2;1200;0;0;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 06:00;22;407400;25;705600;37;751200;0;0;5;3600;0;0;1;600;1;600;9;5400;0;0;4;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 07:00;62;1105200;67;1617000;64;888600;1;600;7;5400;3;1800;8;7200;9;9000;16;10800;4;3000;12;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 08:00;68;1171800;90;1584600;83;834000;7;6000;4;3600;2;1200;7;4800;11;8400;13;13200;1;600;13;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 09:00;57;1095600;81;1182000;57;906600;3;1800;10;11400;2;1200;11;7200;4;2400;16;12000;3;1800;15;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 10:00;79;1464600;78;1277400;61;407400;1;600;6;4200;0;0;4;3000;2;1200;12;8400;2;1800;13;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 11:00;95;1204800;119;1720800;63;632400;10;12600;10;6600;1;600;15;13800;11;9600;12;7800;0;0;21;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 12:00;98;1179000;110;1375200;69;610200;10;10800;10;9000;0;0;7;7200;9;6600;19;13800;2;1200;11;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 13:00;105;1224000;109;1593000;83;708000;6;9600;8;9000;0;0;7;4800;14;13200;16;12000;2;1200;21;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 14:00;110;1502400;137;1999200;66;464400;4;2400;5;3600;1;600;11;10800;13;11400;13;8400;1;600;19;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 15:00;115;1609800;124;1806600;82;819600;5;3000;9;5400;3;2400;23;23400;9;5400;16;12000;2;1200;28;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 16:00;138;1922400;142;2248800;79;666000;2;1200;7;6000;5;3600;14;12000;10;7800;13;8400;3;1800;22;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 17:00;79;1344600;133;2066400;58;525000;2;1800;12;10200;3;2400;5;3600;5;3600;22;14400;3;1800;18;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 18:00;76;1477800;81;1923000;66;842400;8;5400;16;18600;2;1200;6;3600;14;9000;21;15600;3;1800;18;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 19:00;50;1041600;51;921000;49;495000;2;1800;9;7800;3;4200;10;18600;7;6600;20;16200;1;600;21;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 20:00;52;471000;60;1017000;39;258000;6;4200;6;8400;2;1200;9;11400;5;3000;14;9000;4;3000;12;10800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 21:00;33;250200;37;373800;28;115200;1;600;5;4800;1;600;7;4800;2;1200;11;8400;3;4800;12;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 22:00;31;208200;21;226200;23;123000;0;0;2;3000;0;0;4;4800;1;600;2;1200;0;0;6;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 23:00;16;129600;11;96600;16;102600;0;0;0;0;0;0;2;1200;0;0;0;0;1;600;4;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 00:00;6;58200;6;68400;5;193800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 01:00;5;43800;4;67200;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 02:00;0;0;3;42600;2;14400;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 03:00;1;13800;3;28200;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 04:00;4;37800;2;13800;1;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 05:00;8;109800;8;76800;13;183600;0;0;3;1800;1;600;2;1200;0;0;1;600;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 06:00;25;564600;28;650400;30;490200;0;0;5;4200;1;1800;8;15000;2;2400;10;6600;1;600;6;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 07:00;73;1023600;75;1479000;61;1066200;3;1800;19;19200;3;4800;12;21000;2;1200;30;23400;1;600;14;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 08:00;79;1147800;84;1617000;73;1091400;4;2400;7;4800;4;2400;11;7800;4;2400;13;8400;1;600;18;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 09:00;69;1272000;104;1375800;55;577800;4;2400;8;6000;1;600;12;13200;12;10200;21;15600;1;600;22;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 10:00;62;1005600;83;1228200;57;822600;3;1800;6;4800;1;600;9;7800;3;1800;20;16200;1;1800;11;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 11:00;81;1101600;102;1751400;61;748200;4;3600;12;15000;3;1800;8;10200;4;3000;21;21000;6;5400;11;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 12:00;96;1123200;129;1366200;64;687000;12;9000;14;16200;0;0;6;3600;14;10200;25;18000;1;600;24;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 13:00;112;1288200;112;1660800;77;748200;5;4800;12;19200;1;600;8;17400;6;5400;21;13800;1;600;11;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 14:00;139;1669800;140;2152800;77;678600;3;1800;14;12000;1;600;10;6600;4;2400;24;19200;3;1800;11;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 15:00;132;1760400;143;1931400;68;559200;1;600;7;7800;2;3600;7;5400;7;6600;16;13800;1;600;20;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 16:00;122;1974000;155;2080800;79;606000;3;1800;11;11400;6;4800;9;6600;10;6600;14;9600;11;8400;18;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 17:00;106;1828800;123;2087400;61;651600;1;600;14;13800;1;600;5;4200;11;8400;15;9000;6;4800;17;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 18:00;58;1381200;98;1783800;82;922800;3;1800;9;7800;1;600;12;10200;9;7200;17;12000;3;1800;27;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 19:00;56;954600;63;1581600;40;285600;2;1200;12;13800;0;0;4;3000;6;5400;25;21000;2;1800;12;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 20:00;53;663600;74;915000;41;204600;4;2400;5;3600;1;600;9;7200;8;6000;17;12600;2;1200;11;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 21:00;33;227400;32;283800;30;121200;4;2400;3;1800;1;600;13;15000;3;1800;2;1200;4;3000;10;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 22:00;14;71400;19;175800;18;96600;0;0;3;2400;2;1800;5;2400;2;1200;4;4200;3;1800;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 23:00;28;220200;26;249000;21;169200;1;600;1;600;0;0;1;600;5;3600;9;6600;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 00:00;12;108000;6;50400;9;49800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 01:00;1;13800;1;14400;2;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 02:00;0;0;5;42600;1;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 03:00;2;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 04:00;1;16200;1;13800;2;12600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 05:00;7;61800;12;123000;7;63600;0;0;2;1200;0;0;1;600;0;0;2;1200;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 06:00;27;289800;32;714600;26;789600;0;0;3;1800;1;1200;2;1800;0;0;2;1200;0;0;6;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 07:00;62;1174800;72;1409400;65;958800;7;16800;9;6000;1;600;13;16200;9;7200;20;14400;0;0;19;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 08:00;83;1345200;74;1171200;89;1095000;5;3600;12;15000;2;1800;10;13800;7;4200;21;14400;3;3000;14;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 09:00;71;994200;88;1521600;54;729000;3;3000;22;30000;1;600;12;11400;4;2400;22;19800;1;600;17;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 10:00;61;762600;79;1207200;54;594600;2;1200;11;9000;1;600;12;8400;3;1800;14;10200;2;1200;18;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 11:00;74;1171200;92;1439400;47;649800;3;12000;11;10800;5;4800;6;4800;4;2400;8;4800;4;2400;13;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 12:00;101;1353600;110;1761000;38;552000;6;5400;10;6600;1;600;4;3000;12;9000;14;9000;5;3000;8;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 13:00;88;1240200;111;1560000;55;288000;16;19200;11;7800;0;0;15;10800;17;14400;17;11400;3;2400;24;18000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 14:00;118;1691400;123;2150400;66;428400;7;10800;5;3000;1;600;9;9600;12;8400;11;7800;2;1200;11;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 15:00;96;1526400;135;1951800;68;624000;4;3600;6;6000;2;1800;5;4800;7;4200;8;6000;5;4200;17;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 16:00;124;1994400;161;2271600;70;604800;6;5400;10;9600;0;0;5;3600;11;8400;19;16800;4;2400;14;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 17:00;88;1380600;130;2310000;69;838200;4;2400;9;6600;2;1200;4;2400;11;8400;23;17400;6;4800;13;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 18:00;58;1145400;94;1780800;75;712800;3;1800;7;6600;2;3000;10;7800;5;3000;19;12600;1;600;19;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 19:00;51;1015200;45;1236000;47;618000;2;1200;8;7800;1;1200;11;14400;3;1800;15;11400;1;600;24;21600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 20:00;44;574200;47;624600;39;334200;4;2400;12;9600;3;2400;11;10200;3;1800;15;9600;3;1800;13;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 21:00;59;327000;46;493200;26;123000;1;600;4;3600;3;2400;4;4200;4;2400;6;5400;3;1800;8;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 22:00;35;233400;27;308400;20;183600;1;1200;2;1200;1;600;4;3000;3;1800;1;600;2;1200;9;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 23:00;22;151800;14;133800;19;90000;1;600;2;1200;0;0;2;1200;1;600;5;3000;0;0;4;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 00:00;7;71400;8;87000;3;13800;0;0;0;0;0;0;1;1200;0;0;1;600;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 01:00;4;27000;1;14400;4;13800;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 02:00;0;0;2;13800;5;42600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 03:00;0;0;3;43200;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
