01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D81;Vwz_D81;Bel_TBS32;Vwz_TBS32;Bel_TBS35;Vwz_TBS35;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF35;Vwz_TF35;Bel_TF38;Vwz_TF38;Bel_TF41;Vwz_TF41;Bel_V111;Vwz_V111;Bel_V112;Vwz_V112;Bel_V23;Vwz_V23;Bel_V24;Vwz_V24;Bel_V51;Vwz_V51;Bel_V82;Vwz_V82;Bel_VK1_Stoer;Vwz_VK1_Stoer;Bel_VK2_Stoer;Vwz_VK2_Stoer;Bel_VK3_Stoer;Vwz_VK3_Stoer;Bel_VK4_Stoer;Vwz_VK4_Stoer
14.12.2020 17:00;85;1648800;274;1893600;54;805800;2;1800;2;1800;1;1200;0;0;9;6600;31;26400;2;1200;27;24600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.12.2020 18:00;45;1163400;77;1450200;40;603000;2;3000;0;0;0;0;0;0;5;4200;18;15000;0;0;21;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.12.2020 19:00;26;742800;52;955800;43;579600;1;600;0;0;0;0;0;0;2;1200;13;10200;0;0;11;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.12.2020 20:00;29;414000;50;741600;27;178800;1;600;2;1200;1;600;0;0;2;1200;2;1200;1;600;5;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.12.2020 21:00;17;204600;19;192000;19;87600;0;0;0;0;0;0;0;0;0;0;3;1800;0;0;6;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.12.2020 22:00;15;139200;10;109200;17;46200;0;0;0;0;1;1200;0;0;0;0;3;3600;1;600;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.12.2020 23:00;7;72600;6;73800;6;40800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 00:00;1;14400;1;15000;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 01:00;2;28200;1;13800;1;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 02:00;0;0;1;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 03:00;2;28200;3;28800;3;22800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 04:00;0;0;3;42600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 05:00;9;110400;8;78600;7;48000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 06:00;18;444000;25;714600;25;643800;1;600;0;0;0;0;0;0;0;0;5;4200;0;0;4;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 07:00;55;1275000;55;1168200;62;1069200;4;2400;0;0;0;0;0;0;3;3000;14;12000;0;0;13;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 08:00;67;1346400;87;1715400;72;762600;3;3000;3;1800;0;0;0;0;6;4200;21;17400;2;1800;20;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 09:00;62;1110000;68;1168200;52;720000;1;0;2;1800;2;1800;0;0;1;600;15;9600;0;0;11;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 10:00;74;1162800;78;1326000;52;628200;6;6600;0;0;1;600;0;0;2;1200;11;12000;0;0;12;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 11:00;89;1527600;118;1735800;69;812400;5;3600;1;600;1;1200;0;0;10;8400;15;12000;0;0;13;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 12:00;92;1303200;90;1893000;58;327600;7;4800;1;600;1;1800;0;0;11;8400;8;4800;0;0;13;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 13:00;94;1169400;113;1906800;203;885000;9;6600;2;1200;1;600;0;0;9;6000;10;6600;3;2400;20;19200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 14:00;121;1646400;134;2143800;96;469800;5;6000;1;600;0;0;0;0;10;9000;7;4200;1;600;18;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 15:00;168;1904400;231;2569800;79;802800;4;3600;0;0;4;3600;0;0;6;4800;17;15600;8;6600;29;23400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 16:00;179;2397600;154;2329200;56;606600;0;0;1;600;3;4200;0;0;5;4200;17;13800;3;2400;19;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 17:00;225;1311000;129;2154600;58;1015200;4;3000;1;600;1;600;0;0;3;2400;21;20400;1;600;24;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 18:00;46;1156200;76;1183800;55;810600;0;0;1;600;1;600;0;0;4;3000;19;14400;4;3000;21;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 19:00;39;703800;188;1431000;34;614400;4;3600;0;0;0;0;0;0;5;4800;10;7200;0;0;25;21600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 20:00;24;304800;35;517200;26;268200;0;0;1;600;0;0;0;0;7;6000;3;1800;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 21:00;15;162600;10;133200;20;150000;0;0;0;0;0;0;0;0;0;0;5;5400;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 22:00;10;161400;11;138000;10;90000;0;0;0;0;0;0;0;0;0;0;1;600;0;0;4;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2020 23:00;4;43800;2;27600;4;28200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 00:00;1;8400;4;42600;2;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 01:00;1;13800;0;0;2;12600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 02:00;1;13800;1;15600;2;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 03:00;0;0;3;40200;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 04:00;2;28200;5;42000;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 05:00;6;65400;9;65400;9;95400;0;0;0;0;0;0;0;0;1;600;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 06:00;17;554400;21;544800;22;562800;0;0;0;0;0;0;0;0;0;0;3;3600;0;0;7;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 07:00;38;1036200;44;867600;40;886200;4;3000;0;0;2;1200;0;0;7;6600;11;9600;2;1800;9;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 08:00;81;1018200;45;987000;51;796200;0;0;0;0;0;0;0;0;0;0;15;11400;0;0;16;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 09:00;60;1299000;58;1241400;44;498600;2;1200;3;2400;5;7200;0;0;13;11400;10;9000;2;1800;17;12600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 10:00;42;783000;73;1266600;53;594000;1;600;0;0;0;0;0;0;3;3000;8;4800;0;0;12;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 11:00;46;676800;71;1209000;42;572400;7;6000;1;600;1;1200;0;0;4;3000;14;12600;0;0;21;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 12:00;41;588000;81;1123200;49;393000;7;8400;1;600;1;600;0;0;10;8400;23;19800;1;600;24;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 13:00;47;641400;85;1360200;45;373200;4;3600;0;0;2;1200;0;0;3;1800;16;13200;2;1200;34;29400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 14:00;76;978600;112;1737000;42;613200;3;1800;1;2400;1;600;0;0;6;3600;25;18600;1;600;21;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 15:00;73;1083600;106;1469400;42;637200;4;3600;3;2400;2;1800;1;600;21;24000;22;19800;1;600;30;24600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 16:00;64;1273200;129;2256600;49;793200;2;1800;1;600;1;600;1;600;11;9000;30;23400;4;3000;33;28200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 17:00;65;1267200;141;1889400;45;432600;2;1200;0;0;1;1200;0;0;8;7200;17;13200;1;600;25;22800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 18:00;44;833400;73;1411200;34;463800;3;1800;0;0;2;1200;0;0;11;10200;18;14400;6;6000;22;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 19:00;24;655200;42;1088400;28;385200;1;1800;0;0;2;2400;0;0;1;600;7;6000;2;1200;10;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 20:00;23;445200;20;378600;20;319800;0;0;1;600;0;0;0;0;0;0;5;3000;0;0;8;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 21:00;9;74400;20;204000;7;50400;0;0;1;600;0;0;0;0;2;1800;9;7800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 22:00;5;58800;9;107400;9;46800;0;0;0;0;0;0;0;0;0;0;3;1800;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2020 23:00;2;30600;3;29400;1;12600;0;0;0;0;0;0;0;0;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 00:00;2;27600;4;44400;5;24600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 01:00;2;27000;3;43200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 02:00;2;30000;4;41400;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 03:00;2;13800;2;27000;4;27000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 04:00;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 05:00;10;94200;9;85800;13;145200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 06:00;13;462000;23;510600;26;750600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 07:00;26;616800;42;723000;33;709200;3;1800;0;0;0;0;0;0;1;600;11;7800;0;0;8;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 08:00;44;1071000;53;961800;52;858600;5;3000;4;3000;0;0;0;0;1;600;23;21000;0;0;17;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 09:00;45;1030800;61;1302000;44;826800;2;1800;0;0;1;600;0;0;2;1200;12;9000;1;600;11;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 10:00;46;913800;60;1192200;38;396600;2;6000;1;600;1;600;0;0;6;4200;14;10200;2;1200;14;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 11:00;57;909600;79;1387800;58;935400;2;1800;1;600;0;0;0;0;4;3000;8;7800;1;600;16;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 12:00;48;818400;72;1099800;52;747000;4;3000;0;0;3;1800;0;0;7;9600;16;12600;0;0;15;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 13:00;50;824400;81;1329000;58;563400;3;1800;0;0;1;600;0;0;4;3000;24;18000;1;600;18;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 14:00;78;1102200;113;1476600;61;549000;3;3000;0;0;1;600;0;0;6;4200;19;15000;2;1800;11;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 15:00;59;1158600;134;2054400;38;432600;0;0;0;0;0;0;0;0;2;1800;19;15000;0;0;30;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 16:00;85;1312200;128;2044800;45;618600;1;600;0;0;0;0;0;0;4;2400;19;18000;4;3600;17;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 17:00;57;1347600;95;2001000;40;585000;4;2400;1;600;2;1200;0;0;7;6600;13;11400;0;0;21;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 18:00;26;780000;60;1114800;43;826800;3;2400;2;1200;2;1200;0;0;7;5400;19;17400;2;1200;28;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 19:00;27;595800;34;723000;25;564000;2;1800;2;1200;0;0;0;0;2;1200;8;6000;1;600;11;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 20:00;21;373200;23;492000;22;174000;0;0;0;0;1;600;0;0;0;0;5;3600;1;600;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 21:00;14;145200;14;132000;18;133800;1;600;0;0;0;0;0;0;0;0;1;600;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 22:00;8;67800;7;96000;11;67800;0;0;0;0;0;0;0;0;0;0;2;1200;1;600;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.12.2020 23:00;5;48000;5;70800;3;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 00:00;1;15000;1;13800;6;56400;0;0;0;0;0;0;0;0;0;0;3;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 01:00;2;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 02:00;0;0;1;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 03:00;1;12000;1;13200;1;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 04:00;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 05:00;9;133200;6;77400;12;111600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 06:00;12;226200;27;600000;24;577800;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 07:00;32;876600;35;883800;26;304200;2;1200;0;0;0;0;0;0;3;1800;6;4200;0;0;11;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 08:00;47;943800;57;962400;49;911400;1;600;1;600;0;0;1;600;3;2400;15;12600;1;600;12;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 09:00;42;804600;71;1370400;39;729000;0;0;0;0;0;0;0;0;0;0;12;9000;2;1200;17;12600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 10:00;54;975600;70;1130400;49;638400;0;0;0;0;1;600;1;600;1;600;14;11400;1;600;20;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 11:00;60;1089000;91;1252200;60;852600;4;3000;2;1200;0;0;0;0;6;4200;22;19200;0;0;18;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 12:00;51;938400;108;1816200;42;538200;4;2400;2;1800;2;1200;0;0;7;4800;14;10800;4;3000;13;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 13:00;71;1284000;104;1885800;43;703200;1;600;2;1200;0;0;0;0;5;4800;18;16800;1;600;12;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 14:00;72;1255800;102;1689000;44;646800;1;600;3;3000;1;600;0;0;4;3600;18;15000;0;0;26;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 15:00;67;1823400;122;1987800;31;691200;1;600;1;600;0;0;0;0;4;3000;22;22200;1;600;23;19200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 16:00;59;1165800;88;1527000;50;382800;3;2400;1;1200;2;2400;0;0;4;2400;12;9000;1;600;30;26400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 17:00;36;996600;100;1746600;47;910200;0;0;1;600;1;600;0;0;4;3000;20;16200;0;0;22;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 18:00;35;785400;52;1397400;36;737400;1;1800;0;0;1;600;0;0;5;4800;14;12000;2;1200;17;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 19:00;26;538200;49;937200;26;348600;0;0;0;0;0;0;0;0;2;1800;10;7200;0;0;15;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 20:00;20;376800;29;522600;18;336000;1;1200;0;0;1;600;0;0;2;1800;7;4800;0;0;8;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 21:00;11;115200;19;222000;13;86400;1;600;0;0;0;0;0;0;1;600;10;9600;0;0;4;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 22:00;5;28800;15;159600;8;94800;1;600;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.12.2020 23:00;4;34800;8;85800;8;77400;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 00:00;3;44400;3;51000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 01:00;3;30600;3;40800;3;27600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 02:00;2;27600;1;13200;2;13800;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 03:00;1;15000;1;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 04:00;0;0;6;72000;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 05:00;3;44400;1;15000;4;27600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 06:00;3;40200;9;124800;9;99000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 07:00;8;139800;7;84000;7;97200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 08:00;11;130200;11;118800;23;182400;1;600;0;0;0;0;0;0;0;0;3;1800;0;0;7;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 09:00;17;409800;28;664200;19;268800;2;1200;0;0;0;0;0;0;1;600;9;7800;0;0;5;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 10:00;24;457200;46;921600;24;611400;0;0;1;600;0;0;0;0;0;0;13;12600;0;0;20;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 11:00;29;541200;52;991200;66;717000;1;600;1;600;0;0;1;600;3;1800;22;20400;1;600;15;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 12:00;34;766200;56;1026000;58;753000;0;0;0;0;0;0;0;0;3;3000;15;11400;0;0;25;19200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 13:00;36;699000;50;1152600;51;607200;4;3000;1;600;1;600;0;0;3;4200;27;24000;1;600;35;31800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 14:00;40;822600;66;1304400;51;892800;1;600;0;0;0;0;0;0;2;1200;19;15000;1;600;21;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 15:00;50;926400;51;893400;34;388200;3;1800;1;600;0;0;1;600;4;2400;29;22200;0;0;28;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 16:00;34;608400;52;891000;39;489600;2;1200;0;0;1;600;0;0;6;4200;16;13800;1;600;26;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 17:00;33;475800;43;964800;42;634800;3;2400;3;3600;2;1800;1;600;4;3000;28;22800;3;4200;21;18000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 18:00;18;657600;36;837600;25;456600;0;0;0;0;0;0;0;0;0;0;8;6600;1;600;7;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 19:00;18;406800;33;715800;18;168000;5;6000;0;0;0;0;0;0;6;6600;6;4800;0;0;7;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 20:00;13;148800;16;174000;19;99000;0;0;0;0;0;0;0;0;0;0;1;600;0;0;8;4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 21:00;13;117000;11;138000;12;78000;0;0;0;0;0;0;0;0;1;2400;5;4200;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 22:00;9;98400;6;79800;7;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.12.2020 23:00;11;89400;5;29400;5;40800;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 00:00;3;36000;2;14400;5;42000;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 01:00;3;30000;1;1200;6;33000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 02:00;1;13200;3;39600;4;40800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 03:00;0;0;1;14400;1;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 04:00;1;13200;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 05:00;3;13800;3;40800;2;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 06:00;2;28800;3;40800;2;27000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
